,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.54,0.33,0.67,0.06,0.0,1.78,0.0,0.71,0.44,0.0,0.0,1.0,0.06,0.0,0.86,2.33,0.0,fake
1,0.27,0.11,0.46,0.02,0.04,1.66,0.0,1.02,0.52,0.63,0.0,1.58,0.45,0.0,0.51,2.62,0.0,fake
2,0.19,0.01,0.32,0.0,0.08,1.55,0.0,1.18,0.7,0.78,0.0,1.44,0.43,0.0,0.4,1.97,0.0,fake
3,0.28,0.01,0.31,0.0,0.11,1.64,0.0,1.23,0.84,0.62,0.0,0.99,0.21,0.0,0.42,1.22,0.0,fake
4,0.46,0.27,0.3,0.0,0.18,1.63,0.0,1.32,1.01,0.69,0.0,0.89,0.16,0.0,0.58,0.84,0.0,fake
5,0.55,0.54,0.33,0.0,0.23,1.61,0.0,1.44,1.06,0.94,0.0,1.18,0.25,0.0,0.67,1.22,0.0,fake
6,0.49,0.73,0.31,0.0,0.24,1.35,0.0,1.42,1.04,1.19,0.0,1.69,0.46,0.0,0.63,1.83,0.0,fake
7,0.37,0.77,0.25,0.0,0.2,1.33,0.0,1.34,0.95,1.19,0.0,1.6,0.5,0.0,0.57,2.08,0.0,fake
8,0.28,0.78,0.21,0.01,0.16,1.35,0.0,1.26,0.88,1.15,0.0,1.52,0.57,0.0,0.56,2.34,0.0,fake
9,0.46,1.01,0.26,0.07,0.09,1.52,0.0,1.24,0.78,0.98,0.0,1.07,0.35,0.0,0.71,1.85,0.0,fake
10,0.72,1.26,0.25,0.07,0.05,1.17,0.0,0.98,0.54,0.71,0.0,0.86,0.16,0.0,0.79,1.15,0.02,fake
11,0.98,1.49,0.24,0.06,0.0,0.89,0.0,0.71,0.25,0.39,0.0,0.74,0.0,0.0,0.82,0.49,0.05,fake
12,0.97,1.36,0.24,0.0,0.0,0.57,0.0,0.43,0.04,0.15,0.01,0.68,0.03,0.0,0.67,0.27,0.05,fake
13,0.83,1.05,0.31,0.0,0.0,0.63,0.0,0.4,0.01,0.05,0.02,0.66,0.04,0.0,0.56,0.25,0.03,fake
14,0.71,0.54,0.24,0.16,0.0,0.66,0.0,0.52,0.04,0.0,0.1,0.61,0.09,0.0,0.28,0.23,0.0,fake
15,0.67,0.28,0.22,0.22,0.0,0.58,0.0,0.58,0.04,0.0,0.21,0.52,0.06,0.0,0.29,0.44,0.0,fake
16,0.66,0.24,0.24,0.32,0.0,0.42,0.0,0.61,0.04,0.0,0.29,0.43,0.05,0.0,0.29,0.69,0.0,fake
17,1.0,0.78,0.52,0.23,0.0,0.42,0.0,0.33,0.0,0.0,0.27,0.19,0.0,0.0,0.44,0.86,0.0,fake
18,1.6,1.46,0.74,0.17,0.0,0.69,0.0,0.14,0.0,0.0,0.15,0.09,0.0,0.0,0.3,0.71,0.02,fake
19,2.07,1.9,0.86,0.08,0.0,0.96,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.57,0.02,fake
20,1.95,1.66,0.82,0.0,0.0,1.22,0.0,0.04,0.07,0.0,0.06,0.64,0.0,0.0,0.0,1.2,0.02,fake
21,1.55,1.14,0.73,0.0,0.0,1.25,0.0,0.1,0.18,0.0,0.08,1.17,0.0,0.0,0.0,1.99,0.0,fake
22,1.1,0.63,0.65,0.0,0.07,1.38,0.0,0.35,0.42,0.0,0.08,1.7,0.15,0.0,0.0,2.78,0.0,fake
23,0.9,0.55,0.62,0.0,0.13,1.35,0.0,0.65,0.63,0.0,0.03,1.33,0.19,0.0,0.16,2.63,0.0,fake
24,0.79,0.59,0.6,0.0,0.17,1.37,0.0,0.88,0.79,0.0,0.0,1.08,0.28,0.0,0.34,2.44,0.0,fake
25,1.01,0.89,0.62,0.0,0.1,1.33,0.0,0.8,0.68,0.0,0.06,0.58,0.13,0.0,0.51,1.85,0.0,fake
26,1.15,1.1,0.62,0.0,0.05,1.29,0.0,0.65,0.51,0.0,0.12,0.37,0.08,0.0,0.52,1.47,0.0,fake
27,1.31,1.33,0.58,0.0,0.0,1.24,0.0,0.51,0.31,0.0,0.26,0.15,0.0,0.0,0.49,0.94,0.0,fake
28,1.26,1.28,0.53,0.0,0.0,1.21,0.0,0.51,0.23,0.0,0.34,0.18,0.0,0.0,0.47,0.76,0.0,fake
29,1.14,1.2,0.48,0.0,0.0,1.2,0.0,0.41,0.12,0.0,0.5,0.21,0.0,0.0,0.42,0.6,0.0,fake
30,1.06,1.09,0.48,0.0,0.0,1.18,0.0,0.37,0.05,0.0,0.54,0.24,0.0,0.0,0.41,0.58,0.0,fake
31,0.98,0.97,0.51,0.0,0.0,1.18,0.0,0.3,0.0,0.0,0.61,0.23,0.0,0.0,0.3,0.58,0.0,fake
32,0.99,0.87,0.49,0.0,0.0,0.97,0.0,0.21,0.0,0.0,0.68,0.22,0.0,0.0,0.22,0.62,0.0,fake
33,0.94,0.74,0.48,0.0,0.0,0.8,0.0,0.09,0.0,0.0,0.76,0.23,0.0,0.0,0.13,0.7,0.0,fake
34,0.87,0.65,0.45,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.8,0.25,0.0,0.0,0.09,0.61,0.0,fake
35,0.81,0.56,0.43,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.77,0.31,0.0,0.0,0.05,0.45,0.0,fake
36,0.76,0.52,0.41,0.03,0.0,0.87,0.0,0.0,0.0,0.0,0.77,0.37,0.0,0.0,0.0,0.21,0.0,fake
