,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.06,0.52,0.0,0.63,0.0,0.0,0.0,0.93,0.0,fake
1,0.0,0.0,0.0,0.0,0.14,1.21,0.0,0.0,0.17,0.62,0.06,0.74,0.33,0.02,0.0,0.52,0.0,fake
2,0.0,0.0,0.0,0.0,0.19,1.26,0.0,0.0,0.26,0.58,0.06,0.84,0.49,0.11,0.0,0.45,0.0,fake
3,0.0,0.0,0.0,0.0,0.18,1.24,0.0,0.0,0.29,0.48,0.03,0.71,0.51,0.11,0.0,0.53,0.0,fake
4,0.0,0.0,0.0,0.0,0.19,1.2,0.0,0.0,0.32,0.36,0.0,0.61,0.45,0.09,0.01,0.66,0.0,fake
5,0.0,0.0,0.0,0.0,0.18,1.26,0.0,0.0,0.33,0.29,0.0,0.36,0.36,0.0,0.16,0.67,0.0,fake
6,0.0,0.0,0.0,0.0,0.12,1.29,0.0,0.0,0.33,0.24,0.0,0.37,0.33,0.0,0.32,0.8,0.0,fake
7,0.0,0.0,0.0,0.0,0.1,1.11,0.0,0.0,0.28,0.28,0.0,0.3,0.26,0.0,0.35,0.73,0.0,fake
8,0.0,0.0,0.0,0.0,0.07,1.06,0.0,0.0,0.25,0.39,0.0,0.28,0.19,0.0,0.25,0.61,0.0,fake
9,0.0,0.0,0.0,0.0,0.06,1.04,0.0,0.0,0.22,0.48,0.0,0.31,0.22,0.0,0.14,0.39,0.0,fake
10,0.0,0.0,0.0,0.0,0.05,1.19,0.0,0.0,0.25,0.4,0.0,0.3,0.26,0.0,0.09,0.26,0.0,fake
11,0.0,0.0,0.0,0.0,0.08,1.22,0.0,0.0,0.25,0.36,0.0,0.26,0.37,0.0,0.07,0.2,0.0,fake
12,0.0,0.0,0.0,0.0,0.1,1.32,0.0,0.0,0.27,0.33,0.0,0.16,0.43,0.0,0.06,0.25,0.0,fake
13,0.0,0.0,0.0,0.0,0.14,1.39,0.0,0.0,0.25,0.35,0.0,0.07,0.38,0.0,0.18,0.45,0.0,fake
14,0.0,0.0,0.0,0.0,0.15,1.56,0.0,0.01,0.26,0.36,0.0,0.14,0.47,0.0,0.22,0.49,0.0,fake
15,0.0,0.0,0.0,0.0,0.19,1.51,0.0,0.01,0.24,0.34,0.0,0.09,0.44,0.0,0.31,0.56,0.0,fake
16,0.0,0.0,0.0,0.0,0.18,1.64,0.0,0.04,0.24,0.39,0.0,0.16,0.58,0.0,0.29,0.43,0.0,fake
17,0.0,0.0,0.0,0.0,0.22,1.45,0.0,0.03,0.25,0.35,0.0,0.09,0.43,0.0,0.26,0.31,0.0,fake
18,0.0,0.0,0.0,0.0,0.29,1.56,0.0,0.03,0.3,0.37,0.0,0.09,0.36,0.0,0.24,0.15,0.0,fake
19,0.0,0.0,0.0,0.0,0.32,1.51,0.0,0.0,0.37,0.33,0.0,0.05,0.21,0.0,0.27,0.0,0.0,fake
20,0.0,0.0,0.02,0.0,0.32,1.69,0.0,0.0,0.39,0.33,0.0,0.1,0.26,0.0,0.28,0.0,0.0,fake
21,0.0,0.0,0.02,0.0,0.3,1.64,0.0,0.0,0.4,0.31,0.0,0.16,0.3,0.0,0.23,0.0,0.0,fake
22,0.0,0.0,0.02,0.0,0.34,1.56,0.0,0.04,0.42,0.36,0.0,0.13,0.37,0.0,0.32,0.0,0.0,fake
23,0.0,0.0,0.11,0.0,0.39,1.54,0.0,0.04,0.47,0.42,0.0,0.08,0.4,0.0,0.55,0.0,0.0,fake
24,0.0,0.0,0.15,0.0,0.44,1.45,0.0,0.04,0.53,0.37,0.0,0.0,0.39,0.0,0.77,0.0,0.13,fake
25,0.0,0.0,0.18,0.0,0.44,1.31,0.0,0.0,0.56,0.36,0.0,0.0,0.39,0.0,0.82,0.0,0.28,fake
26,0.0,0.0,0.07,0.0,0.39,1.09,0.0,0.0,0.54,0.41,0.0,0.23,0.44,0.0,0.55,0.0,0.44,fake
27,0.0,0.0,0.03,0.0,0.36,0.93,0.0,0.0,0.42,0.5,0.0,0.46,0.46,0.0,0.28,0.0,0.31,fake
28,0.0,0.0,0.0,0.0,0.37,0.87,0.0,0.0,0.3,0.54,0.0,0.68,0.41,0.0,0.0,0.0,0.16,fake
29,0.0,0.0,0.02,0.0,0.38,0.89,0.0,0.0,0.18,0.44,0.0,0.67,0.31,0.0,0.0,0.0,0.0,fake
30,0.0,0.0,0.03,0.0,0.36,1.11,0.0,0.03,0.12,0.45,0.0,0.6,0.18,0.0,0.05,0.1,0.0,fake
31,0.0,0.0,0.06,0.0,0.29,1.25,0.0,0.03,0.04,0.38,0.0,0.44,0.08,0.0,0.32,0.31,0.0,fake
32,0.0,0.0,0.08,0.0,0.25,1.38,0.0,0.04,0.06,0.35,0.0,0.22,0.0,0.0,0.68,0.42,0.0,fake
33,0.0,0.0,0.12,0.0,0.19,1.45,0.0,0.06,0.14,0.17,0.0,0.06,0.0,0.0,1.13,0.59,0.0,fake
34,0.0,0.0,0.1,0.0,0.15,1.47,0.0,0.07,0.19,0.07,0.0,0.02,0.04,0.0,1.24,0.72,0.0,fake
35,0.0,0.0,0.08,0.0,0.09,1.4,0.0,0.12,0.17,0.0,0.03,0.07,0.1,0.0,1.21,1.02,0.0,fake
36,0.0,0.0,0.03,0.0,0.04,1.28,0.0,0.06,0.08,0.0,0.03,0.44,0.11,0.14,0.72,0.78,0.0,fake
37,0.0,0.0,0.03,0.0,0.01,1.14,0.0,0.06,0.03,0.09,0.02,0.69,0.06,0.14,0.34,0.5,0.0,fake
38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.02,0.81,0.05,0.14,0.0,0.23,0.0,fake
39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.14,0.07,0.62,0.04,0.0,0.0,0.32,0.0,fake
40,0.0,0.04,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.05,0.07,0.38,0.04,0.0,0.0,0.26,0.0,fake
41,0.0,0.08,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.13,0.0,fake
