,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,1.35,1.06,0.0,0.0,0.33,1.16,0.56,0.98,0.41,0.59,0.39,0.86,0.0,0.0,0.85,0.09,1.76,fake
1,0.45,0.35,0.0,0.0,0.58,1.72,0.19,0.92,0.47,0.2,0.13,0.38,0.04,0.01,1.12,0.34,1.21,fake
2,0.0,0.0,0.0,0.0,0.75,2.34,0.03,0.9,0.47,0.0,0.0,0.16,0.04,0.02,1.13,0.53,0.79,fake
3,0.0,0.0,0.0,0.0,0.88,2.74,0.11,0.82,0.47,0.0,0.0,0.12,0.0,0.02,0.87,0.39,0.41,fake
4,0.0,0.0,0.0,0.0,0.96,2.88,0.16,0.85,0.55,0.0,0.0,0.09,0.0,0.01,0.81,0.23,0.34,fake
5,0.0,0.0,0.0,0.0,1.05,2.83,0.12,0.83,0.69,0.0,0.0,0.02,0.05,0.0,0.97,0.2,0.37,fake
6,0.0,0.0,0.0,0.0,1.14,2.87,0.05,1.0,0.83,0.0,0.0,0.06,0.07,0.0,1.28,0.47,0.39,fake
7,0.0,0.0,0.0,0.0,1.2,2.97,0.0,1.12,0.95,0.0,0.0,0.04,0.12,0.0,1.6,0.74,0.59,fake
8,0.0,0.0,0.0,0.0,1.23,2.86,0.08,1.25,0.89,0.04,0.0,0.07,0.21,0.0,1.66,0.66,0.52,fake
9,0.0,0.0,0.0,0.0,1.21,2.67,0.13,1.26,0.75,0.11,0.0,0.06,0.26,0.0,1.57,0.49,0.48,fake
10,0.0,0.0,0.0,0.0,1.15,2.46,0.2,1.22,0.62,0.11,0.0,0.12,0.22,0.03,1.22,0.22,0.27,fake
11,0.0,0.0,0.0,0.0,1.12,2.35,0.14,1.2,0.6,0.28,0.0,0.16,0.13,0.07,0.9,0.1,0.18,fake
12,0.0,0.0,0.0,0.0,1.07,2.29,0.11,1.15,0.58,0.41,0.0,0.2,0.14,0.11,0.62,0.0,0.06,fake
13,0.0,0.0,0.0,0.0,1.03,2.31,0.04,1.05,0.54,0.55,0.0,0.23,0.12,0.2,0.49,0.0,0.06,fake
14,0.0,0.0,0.0,0.0,1.03,2.47,0.03,0.93,0.49,0.5,0.0,0.27,0.13,0.27,0.32,0.0,0.03,fake
15,0.0,0.0,0.0,0.0,0.97,2.44,0.0,0.86,0.37,0.46,0.0,0.38,0.08,0.42,0.1,0.0,0.02,fake
16,0.0,0.0,0.0,0.0,0.94,2.34,0.0,0.82,0.3,0.48,0.0,0.5,0.1,0.47,0.03,0.0,0.02,fake
17,0.0,0.0,0.0,0.0,0.84,2.26,0.0,0.8,0.14,0.33,0.04,0.63,0.04,0.49,0.0,0.0,0.02,fake
18,0.0,0.0,0.0,0.0,0.78,2.35,0.0,0.73,0.07,0.17,0.09,0.66,0.01,0.39,0.0,0.0,0.0,fake
19,0.08,0.0,0.0,0.0,0.61,2.15,0.0,0.72,0.02,0.2,0.17,0.7,0.0,0.22,0.0,0.0,0.41,fake
20,0.27,0.05,0.0,0.0,0.45,1.55,0.0,0.78,0.1,0.4,0.26,0.65,0.0,0.1,0.0,0.02,0.89,fake
21,0.42,0.09,0.0,0.0,0.44,0.96,0.02,0.95,0.25,0.66,0.3,0.61,0.0,0.0,0.03,0.07,1.23,fake
22,0.61,0.32,0.0,0.0,0.61,1.03,0.13,1.16,0.36,0.78,0.4,0.53,0.0,0.0,0.15,0.14,0.85,fake
23,0.77,0.38,0.0,0.0,0.76,1.58,0.29,1.39,0.41,0.88,0.47,0.52,0.0,0.0,0.38,0.18,0.44,fake
24,0.96,0.47,0.0,0.0,0.8,2.1,0.5,1.59,0.4,0.95,0.6,0.49,0.0,0.0,0.54,0.2,0.17,fake
25,1.07,0.42,0.0,0.0,0.75,2.32,0.64,1.68,0.42,0.85,0.7,0.53,0.0,0.0,0.6,0.24,0.23,fake
26,1.16,0.57,0.0,0.0,0.7,2.3,0.7,1.66,0.45,0.78,0.79,0.54,0.0,0.0,0.57,0.32,0.21,fake
27,1.3,0.61,0.0,0.0,0.66,2.28,0.67,1.58,0.46,0.69,0.81,0.53,0.0,0.0,0.62,0.38,0.16,fake
28,1.54,0.73,0.0,0.0,0.6,2.35,0.61,1.47,0.45,0.69,0.84,0.56,0.0,0.0,0.59,0.42,0.06,fake
29,1.89,0.85,0.0,0.0,0.48,2.19,0.42,1.35,0.39,0.57,0.86,0.71,0.0,0.0,0.43,0.27,0.02,fake
30,2.33,1.18,0.0,0.0,0.29,2.03,0.21,1.18,0.3,0.36,0.91,0.94,0.0,0.0,0.28,0.21,0.0,fake
31,2.54,1.21,0.0,0.0,0.22,1.7,0.03,0.98,0.2,0.13,0.8,1.06,0.0,0.0,0.21,0.24,0.0,fake
32,2.42,1.07,0.0,0.0,0.23,1.64,0.0,0.83,0.15,0.08,0.71,1.08,0.0,0.0,0.37,0.46,0.0,fake
33,2.03,0.79,0.0,0.0,0.36,1.6,0.0,0.74,0.17,0.11,0.52,0.95,0.0,0.0,0.64,0.67,0.0,fake
34,1.72,0.59,0.0,0.0,0.35,1.68,0.0,0.82,0.24,0.19,0.32,0.82,0.0,0.0,0.89,0.67,0.0,fake
35,1.51,0.51,0.0,0.0,0.36,1.74,0.0,0.89,0.3,0.25,0.19,0.71,0.0,0.0,0.84,0.52,0.0,fake
36,1.39,0.4,0.0,0.0,0.28,1.65,0.0,0.99,0.29,0.3,0.11,0.69,0.0,0.0,0.56,0.24,0.0,fake
